Finished,id,age,age_bin,MTurk_ID,group_id,study_id,zip,president,attention,effort,cCases_1_conf,cCases_2_conf,cCases_3_conf,aCases_1_conf,aCases_2_conf,aCases_3_conf,deaths_1_conf,deaths_2_conf,deaths_3_conf,rt,past_social_iso_1,futur_social_iso_1,time_to_stop_dist,lb,decrease,outcome,day,estimate,confidence
1,3,44,middle,AKMIORNF40ST7,ta_2,2,19438,trump,6,10,100,100,100,51,54,54,40,47,39,102.108,88,91,7,393782,FALSE,cCases,3,900000,100
1,3,44,middle,AKMIORNF40ST7,ta_2,2,19438,trump,6,10,100,100,100,51,54,54,40,47,39,102.108,88,91,7,393782,FALSE,aCases,1,400000,51
1,3,44,middle,AKMIORNF40ST7,ta_2,2,19438,trump,6,10,100,100,100,51,54,54,40,47,39,102.108,88,91,7,393782,FALSE,aCases,2,600000,54
1,3,44,middle,AKMIORNF40ST7,ta_2,2,19438,trump,6,10,100,100,100,51,54,54,40,47,39,102.108,88,91,7,393782,FALSE,aCases,3,900000,54
1,3,44,middle,AKMIORNF40ST7,ta_2,2,19438,trump,6,10,100,100,100,51,54,54,40,47,39,102.108,88,91,7,393782,FALSE,deaths,1,400000,40
1,3,44,middle,AKMIORNF40ST7,ta_2,2,19438,trump,6,10,100,100,100,51,54,54,40,47,39,102.108,88,91,7,393782,FALSE,deaths,2,600000,47
1,3,44,middle,AKMIORNF40ST7,ta_2,2,19438,trump,6,10,100,100,100,51,54,54,40,47,39,102.108,88,91,7,393782,FALSE,deaths,3,900000,39
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,cCases,1,3,84
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,cCases,2,2,95
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,cCases,3,5,98
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,aCases,1,3,84
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,aCases,2,4,95
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,aCases,3,2,92
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,deaths,1,2,87
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,deaths,2,4,100
1,4,28,young,A13Q9QMG1OUD3W,g_1,1,80016,co,6,9,84,95,98,84,95,92,87,100,100,90.066,84,87,6,96968,TRUE,deaths,3,4,100
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,cCases,1,68,57
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,cCases,2,319,48
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,cCases,3,2183,86
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,aCases,1,500,43
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,aCases,2,600,35
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,aCases,3,1000,22
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,deaths,1,1,43
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,deaths,2,15,23
1,5,18,young,A3HAZNYQA2BZL6,g_1,1,29067,Donald trump,6,10,57,48,86,43,35,22,43,23,67,103.702,43,77,7,96968,TRUE,deaths,3,48,67
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,cCases,1,100000,67
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,cCases,2,200000,87
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,cCases,3,2000000,70
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,aCases,1,500000,78
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,aCases,2,118000,34
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,aCases,3,1000000,2
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,deaths,1,100000,64
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,deaths,2,110000,80
1,6,25,young,A2CUST5RXVF09H,g_1,1,30045,Donald Trump,6,8,67,87,70,78,34,2,64,80,41,78.862,3,2,2,96968,TRUE,deaths,3,120000,41
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,cCases,1,1,73
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,cCases,2,2,57
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,cCases,3,1,57
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,aCases,1,3,76
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,aCases,2,3,65
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,aCases,3,2,64
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,deaths,1,2,59
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,deaths,2,2,54
1,7,30,middle,A1N956KBC4G13I,ta_1,1,90015,Donald Trump,6,8,73,57,57,76,65,64,59,54,50,42.272,82,62,4,96968,TRUE,deaths,3,2,50
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,cCases,1,450000,67
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,cCases,2,550000,13
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,cCases,3,750000,7
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,aCases,1,500000,6
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,aCases,2,750000,4
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,aCases,3,1000000,5
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,deaths,1,18000,7
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,deaths,2,25000,4
1,8,28,young,AF76TSAI2BESQ,ta_2,2,15203,Donald Trump,6,8,67,13,7,6,4,5,7,4,4,89.83,93,78,4,393782,FALSE,deaths,3,35000,4
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,cCases,1,1000,22
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,cCases,2,3000,28
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,cCases,3,9000,22
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,aCases,1,2000,18
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,aCases,2,6000,12
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,aCases,3,12000,11
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,deaths,1,200,21
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,deaths,2,1000,15
1,9,22,young,AGWWUXDX6CI38,g_1,1,27409,Trump,6,10,22,28,22,18,12,11,21,15,13,65.785,17,55,4,96968,TRUE,deaths,3,2000,13
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,cCases,1,3000,52
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,cCases,2,12000,53
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,cCases,3,36000,52
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,aCases,1,3500,50
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,aCases,2,12000,50
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,aCases,3,37000,51
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,deaths,1,200,50
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,deaths,2,1000,50
1,10,22,young,A345VDWYMDWTGD,g_1,1,33160,Donald Trump,6,10,52,53,52,50,50,51,50,50,50,104.383,100,100,7,96968,TRUE,deaths,3,12000,50
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,cCases,1,400000,89
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,cCases,2,450000,59
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,cCases,3,500000,70
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,aCases,1,370000,83
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,aCases,2,430000,76
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,aCases,3,600000,62
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,deaths,1,400000,65
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,deaths,2,420000,67
1,11,24,young,ANYJ22IOQKAX3,ta_2,2,20774,Donald Trump,6,8,89,59,70,83,76,62,65,67,24,105.895,76,43,4,393782,FALSE,deaths,3,640000,24
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,cCases,1,3,86
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,cCases,2,2,71
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,cCases,3,3,82
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,aCases,1,3,71
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,aCases,2,3,95
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,aCases,3,4,86
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,deaths,1,4,59
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,deaths,2,5,84
1,12,23,young,A295DPEV6DWJ4Y,g_1,1,73301,california,6,8,86,71,82,71,95,86,59,84,75,65.236,72,87,5,96968,TRUE,deaths,3,3,75
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,cCases,1,500000,50
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,cCases,2,750000,63
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,cCases,3,1000000,74
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,aCases,1,500000,27
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,aCases,2,750000,40
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,aCases,3,1000000,49
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,deaths,1,25000,57
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,deaths,2,50000,48
1,13,49,middle,A20DJRAE8TZUH5,ta_2,2,65081,Donald Trump,6,10,50,63,74,27,40,49,57,48,46,120.943,91,92,4,393782,FALSE,deaths,3,75000,46
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,cCases,1,NA,63
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,cCases,2,NA,75
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,cCases,3,NA,86
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,aCases,1,NA,63
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,aCases,2,NA,75
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,aCases,3,NA,79
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,deaths,1,NA,62
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,deaths,2,NA,81
1,14,28,young,A2WQZJ1W21K8FM,g_2,2,10043,New York,6,8,63,75,86,63,75,79,62,81,81,89.845,80,83,6,393782,NA,deaths,3,NA,81
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,cCases,1,1027,75
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,cCases,2,5102,97
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,cCases,3,12692,99
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,aCases,1,3555,71
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,aCases,2,2558,65
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,aCases,3,5845,70
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,deaths,1,5444,59
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,deaths,2,5698,73
1,15,26,young,A3UD3KTZ9BC406,ta_2,2,80421,colorado,6,9,75,97,99,71,65,70,59,73,71,50.273,63,81,6,393782,TRUE,deaths,3,7588,71
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,cCases,1,NA,56
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,cCases,2,NA,43
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,cCases,3,NA,54
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,aCases,1,5,44
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,aCases,2,2,32
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,aCases,3,3,39
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,deaths,1,9,49
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,deaths,2,2,49
1,16,30,middle,AOJLRBUOEZOH2,g_1,1,30002,donald trump,6,8,56,43,54,44,32,39,49,49,42,46.221,59,39,6,96968,TRUE,deaths,3,1,42
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,cCases,1,150000,74
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,cCases,2,200000,49
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,cCases,3,300000,43
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,aCases,1,200000,44
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,aCases,2,250000,42
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,aCases,3,400000,34
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,deaths,1,1900,67
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,deaths,2,2400,55
1,17,34,middle,A36W1S4Z2LSNTC,g_1,1,76182,Donald Trump,6,10,74,49,43,44,42,34,67,55,47,137.764,95,95,5,96968,FALSE,deaths,3,3000,47
1,18,30,middle,A365LPN3R3J2HU,ta_1,1,49464,Donald J. Trump,6,10,50,65,60,50,50,50,35,36,36,169.195,90,91,5,96968,FALSE,cCases,1,350000,50
1,18,30,middle,A365LPN3R3J2HU,ta_1,1,49464,Donald J. Trump,6,10,50,65,60,50,50,50,35,36,36,169.195,90,91,5,96968,FALSE,cCases,2,700000,65
