"attention","effort","id","age","age_bin","MTurk_ID","group_id","rt_t","rt_g","rt_ta","prob_of_case","prob_of_hosp","prob_of_death","zip","Gender","gen_health","gen_anxiety","president","edu","edu_mom","start_en","prim_lng","num1","num2","num3","num4","num5","num6","num7","num8","num_mu","cons1","cons2","cons3","cons4","cons5","cons6","cons7","conserv_mu","know_someone","corona_news_1","corona_anxious_1","past_social_iso_1","futur_social_iso_1","risk1","risk2","risk3","risk4","risk5","risk6","risk_mu","time_to_stop_dist","max_new_cases","cCases_1_est","cCases_2_est","cCases_3_est","aCases_1_est","aCases_2_est","aCases_3_est","deaths_1_est","deaths_2_est","deaths_3_est","og_n","new_n","study","income_down_1","optimism_1","essential_worker","total_time","news","fox","new","trump"
6,9,406,29,"young","A3A7O8IJMBLF5J","g",NA,133.455,NA,18,6,1,93117,1,3,4,"Trump",5,5,"3","English",-1.5,-1.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,-0.375,-4,-4,1,-4,-4,-4,-4,-3.28571428571429,0,97,99,37,43,0,-1,1,-1,-2,-2,-0.833333333333333,7,1500000,115000,124000,145000,125000,160000,2e+05,2500,3500,5000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,407,39,"middle","AM6OT7ZHDEE6X","g",NA,153.687,NA,39,23,14,92592,2,2,3,"Trump",5,5,"1","English",-0.5,0.5,-0.5,0.5,-1.5,-1.5,2.5,1.5,0.125,2,3,3,3,3,3,3,2.85714285714286,1,74,74,66,92,1,1,0,1,1,1,0.833333333333333,6,10000,110000,230000,350000,3e+05,5e+05,850000,2500,4000,7000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,408,37,"middle","AKQAI78JTXXC9","t",259.58,NA,NA,40,10,1,19403,2,3,3,"Trump",5,5,"1","English",0.5,0.5,0.5,1.5,0.5,1.5,1.5,1.5,1,1,0,0,-2,0,1,1,0.142857142857143,0,30,10,100,100,-1,-1,-1,-1,-1,-1,-1,5,1e+05,2e+05,4e+05,6e+05,4e+05,8e+05,1200000,6000,12000,18000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,409,23,"young","A2DQFF9PSUG2G","t",268.039,NA,NA,5,1,0,34609,1,3,3,"Donald J. Trump",2,3,"3","English",0.5,-0.5,-0.5,-0.5,1.5,-0.5,-0.5,0.5,0,-4,-4,2,-4,-2,-3,-4,-2.71428571428571,0,90,95,100,100,-1,-2,-3,1,2,-3,-1,5,900,110000,125000,145000,105100,109934,111345,1543,1609,1876,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,411,65,"old","A1ZSL5ZLN9DLAK","ta",NA,NA,164.658,35,25,15,15232,2,2,2,"Trump",6,6,"55","Russian",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-1,-4,4,-3,-2,4,-3,-0.714285714285714,0,70,39,50,50,-2,-3,-3,-3,0,-2,-2.16666666666667,6,2000,1e+05,120000,150000,120000,135000,170000,1700,2200,3000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,412,19,"young","AMTONQMVMZFMS","ta",NA,NA,443.028,75,35,15,64040,2,2,2,"Donald J. Trump",3,5,"2","English",1.5,2.5,2.5,2.5,2.5,1.5,2.5,2.5,2.25,2,0,4,2,-1,0,1,1.14285714285714,0,80,65,95,95,1,-1,-1,1,-1,-2,-0.5,3,20764,153785,207432,286964,178453,286896,367433,2073,2986,3765,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,413,60,"middle","A168B0VAQ1RXKB","ta",NA,NA,174.13,24,8,4,64130,1,2,2,"Donald Trump",5,5,"1","English",1.5,2.5,2.5,2.5,1.5,2.5,2.5,1.5,2.125,-4,-4,3,-4,-4,-3,-4,-2.85714285714286,1,82,58,100,100,-2,-3,-2,-2,0,1,-1.33333333333333,5,400,110000,145000,175000,190000,270000,380000,1650,1900,2400,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,414,58,"middle","A19L3B4HLK4EP5","g",NA,180.871,NA,2,1,0,30044,1,3,1,"Donald Trump",3,4,"0","English",-2.5,-0.5,1.5,1.5,0.5,2.5,2.5,1.5,0.875,-1,0,4,1,1,2,-1,0.857142857142857,1,92,5,100,100,1,-1,0,1,1,1,0.5,6,1000,10000,14000,20000,11000,15000,21000,15500,16500,17500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,415,23,"young","A2NE22627OOZYE","ta",NA,NA,262.601,2,0,0,60629,1,4,2,"Donald Trump",4,1,"4","English",-0.5,-1.5,-1.5,-2.5,1.5,-1.5,-1.5,-0.5,-1,-3,-3,2,-3,-1,-2,-3,-1.85714285714286,0,50,80,100,95,1,-1,-2,-1,0,-2,-0.833333333333333,5,1500,387000,490000,790000,5e+05,8e+05,990000,3300,4200,5900,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,7,416,28,"young","A3T8THFPERMABH","ta",NA,NA,394.891,20,1,1,97115,1,2,4,"Trump",5,5,"0","English",-0.5,-0.5,-1.5,-0.5,-0.5,0.5,1.5,-0.5,-0.25,-1,-1,0,1,1,0,-2,-0.285714285714286,0,80,80,90,90,-1,0,-1,-1,-1,-1,-0.833333333333333,5,20000,130000,160000,2e+05,160000,2e+05,250000,2000,4000,10000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,418,53,"middle","A2F2SXDLZSYO10","t",289.648,NA,NA,5,1,0,63131,2,2,1,"Trump",5,4,"birth","English",1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.5,1.625,0,2,4,4,-2,3,2,1.85714285714286,0,100,50,100,100,1,1,1,2,2,2,1.5,4,10000,150000,2e+05,250000,2e+05,250000,350000,2000,3000,5500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,419,38,"middle","A26NGLGGFTATVN","ta",NA,NA,90.607,0,0,0,91945,2,1,2,"Donald Trump",2,2,"1","English",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-2,-4,4,-3,0,-4,-4,-1.85714285714286,0,100,74,100,100,0,1,1,-1,-1,-3,-0.5,6,30000,150000,2e+05,3e+05,150000,2e+05,3e+05,3000,6000,10000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,420,25,"young","A30Y3H3UJ9QKWV","ta",NA,NA,98.855,5,2,1,85345,2,3,1,"Donald J. Trump",3,2,"14","English",1.5,2.5,2.5,2.5,0.5,1.5,2.5,1.5,1.875,1,2,-1,-1,1,0,2,0.571428571428571,0,100,10,95,95,1,2,1,1,1,2,1.33333333333333,6,50000,120000,210000,270000,650000,1500000,6e+06,1900,2600,3700,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,421,36,"middle","A1YSYI926BBOHW","t",188.196,NA,NA,21,8,1,95148,2,2,1,"trump",5,5,"0","english",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-4,-4,2,-4,-3,-4,-4,-3,0,96,61,96,94,4,4,4,4,3,4,3.83333333333333,6,75000,212000,290000,390000,1e+06,1500000,2250000,1500,2000,3000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,422,27,"young","AZ69TBTDH7AZS","ta",NA,NA,140.398,5,5,5,32317,2,1,1,"Donald Trump",5,6,"0","English",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,4,0,0,4,0,1.14285714285714,0,100,100,100,100,4,0,0,0,3,0,1.16666666666667,7,1e+07,1500000,3e+06,9e+06,1500000,3e+06,9e+06,3000,9000,20000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,423,65,"old","A3RACQ7F0RX2V7","t",289.001,NA,NA,10,6,1,89034,2,2,2,"Trump",3,2,"1","English",0.5,2.5,2.5,2.5,1.5,1.5,1.5,2.5,1.875,3,1,3,3,3,3,2,2.57142857142857,0,75,50,90,90,-2,-2,-2,-2,1,-1,-1.33333333333333,4,10000,115000,135000,170000,350000,450000,6e+05,2000,2500,3300,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,424,28,"young","ALCSNULDVTDFF","ta",NA,NA,89.962,53,61,42,82301,1,2,2,"Donald trump",5,3,"2","English",0.5,1.5,2.5,1.5,0.5,1.5,-0.5,1.5,1.125,2,1,-1,2,-3,2,4,1,0,73,54,57,56,1,2,2,4,-2,1,1.33333333333333,5,17000,55,62,100,50,100,250,30,80,100,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,425,24,"young","A1KBIPT93HWRRM","ta",NA,NA,243.16,20,2,1,90005,2,3,4,"donald trump",3,5,"first language","english",1.5,1.5,1.5,1.5,-0.5,1.5,2.5,1.5,1.375,-2,1,-2,1,-1,0,1,-0.285714285714286,1,75,60,65,75,1,0,1,1,0,0,0.5,5,50000,160000,3e+05,450000,550000,7e+05,770000,2000,3000,5000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,426,30,"middle","A19P7S5OYZS61Z","ta",NA,NA,208.374,1,1,0,78666,2,3,1,"President Donald Trump",5,2,"0","English",0.5,0.5,0.5,0.5,1.5,1.5,1.5,2.5,1.125,2,1,4,2,4,4,2,2.71428571428571,0,80,1,19,20,2,0,0,1,0,2,0.833333333333333,4,150000,1e+05,105000,109000,99000,104000,107000,1500,1600,1700,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,427,24,"young","AZ7YG7SPXGZ5T","g",NA,301.162,NA,11,2,1,36530,1,2,2,"Trump",2,1,"1","English",-1.5,-0.5,-0.5,2.5,0.5,2.5,2.5,1.5,0.875,-3,-4,3,-4,1,0,-3,-1.42857142857143,0,16,45,90,99,-2,-2,-2,-1,-2,-2,-1.83333333333333,6,100,98000,98650,100023,100050,100233,100500,1500,1549,1600,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,430,21,"young","A1714NRZBZ07XV","g",NA,149.697,NA,35,10,2,60053,1,2,2,"Donald Trump",5,2,"born","english",0.5,0.5,1.5,1.5,1.5,2.5,2.5,2.5,1.625,-3,-4,2,-1,-1,2,-3,-1.14285714285714,0,93,34,90,99,-1,0,0,0,3,-2,0,5,20000,140000,2e+05,275000,3e+05,750000,1600000,2000,2200,2500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,431,34,"middle","A3C1L496HD22M7","ta",NA,NA,452.145,1,1,1,91702,2,2,2,"Donald Trump",3,3,"1","English",-1.5,-1.5,-0.5,-0.5,0.5,1.5,1.5,2.5,0.25,1,-1,3,2,0,2,-2,0.714285714285714,0,80,1,90,90,1,-2,-1,2,2,2,0.666666666666667,7,50000,480000,2400000,1.2e+07,120000,150000,175000,7385,36925,184625,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,432,56,"middle","A9N7QYMG6KIHD","ta",NA,NA,227.727,5,1,1,86403,1,2,2,"Donald Trump",5,5,"1","English",1.5,1.5,1.5,1.5,1.5,2.5,2.5,2.5,1.875,-3,-1,2,-2,-1,0,-3,-1.14285714285714,0,34,50,97,96,0,-1,0,1,2,2,0.666666666666667,4,15000,110000,130000,160000,140000,170000,220000,1800,2400,3400,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,434,72,"old","A3R98EUOF1B2M1","g",NA,161.141,NA,7,4,2,37659,2,3,1,"Trump",3,5,"1","English",0.5,1.5,2.5,1.5,2.5,1.5,2.5,2.5,1.875,3,4,4,-3,4,3,-3,1.71428571428571,0,92,70,91,91,0,-1,1,1,2,1,0.666666666666667,6,3200,110000,135000,150000,120000,135000,165000,4000,6000,7000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,435,55,"middle","AUOYNTK0GOFOM","t",173.382,NA,NA,14,1,1,66049,2,2,4,"SADLY it is Donald ""The Ape"" Trump",5,5,"1","English",0.5,2.5,2.5,2.5,1.5,2.5,2.5,2.5,2.125,-3,-4,4,-4,-2,0,-4,-1.85714285714286,0,71,78,93,90,-1,1,1,0,1,1,0.5,6,29600,306000,410000,529000,288000,396500,512375,1850,2100,2680,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,436,63,"old","AU5RW3OQBKMU7","g",NA,191.145,NA,15,3,1,1907,2,2,2,"Trump",5,6,"1","English",1.5,1.5,1.5,1.5,1.5,2.5,2.5,2.5,1.875,0,0,4,0,1,-4,0,0.142857142857143,0,75,25,81,80,-2,-2,0,0,0,-1,-0.833333333333333,6,150000,150000,190000,3e+05,175000,250000,4e+05,1700,2000,2500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,437,56,"middle","APRZ7BR8C0ZMQ","ta",NA,NA,175.093,50,16,1,95446,2,3,2,"Trump",5,2,"0","English",-0.5,0.5,1.5,1.5,2.5,1.5,1.5,2.5,1.375,-4,-4,1,-4,-4,-4,-3,-3.14285714285714,0,98,88,92,88,1,0,0,1,0,0,0.333333333333333,7,5000,220000,3e+05,5e+05,2e+06,5e+06,1e+07,3000,5000,10000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,438,64,"old","ADY44EV3GCW85","g",NA,187.32,NA,10,5,0,98284,2,2,1,"Trump",4,1,"1","English",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-3,-4,4,-4,-3,0,-3,-1.85714285714286,0,100,50,99,100,-1,-1,1,2,2,4,1.16666666666667,5,1500,120000,135000,160000,160000,180000,220000,1610,1730,1895,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,439,33,"middle","AKR9067Q09RZS","ta",NA,NA,437.055,71,51,10,94804,2,3,4,"Donald Trump",3,2,"1","English",0.5,0.5,2.5,2.5,1.5,1.5,2.5,2.5,1.75,4,4,4,4,4,4,3,3.85714285714286,0,100,100,100,100,4,2,-3,2,3,0,1.33333333333333,2,1500,2e+05,4e+05,7e+05,3e+05,5e+05,8e+05,4000,10000,16000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,441,28,"young","A3D9DWZK2IS3RE","ta",NA,NA,89.441,3,2,1,89005,2,2,2,"Donald Trump",4,4,"2","English",0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,3,-4,0,-2,-4,-2,-3,-1.71428571428571,0,50,30,90,90,0,1,0,2,0,1,0.666666666666667,6,10000,125000,170000,2e+05,2e+05,250000,3e+05,2000,3000,4000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,442,33,"middle","PAU93821","t",136.802,NA,NA,20,9,0,37757,1,3,4,"Donald Trump",3,3,"2","english",-0.5,-0.5,0.5,0.5,0.5,0.5,1.5,0.5,0.375,-2,-2,-1,-2,-2,0,-2,-1.57142857142857,0,72,89,82,90,-2,-2,-2,-2,0,-2,-1.66666666666667,6,120000,145000,235000,5e+05,450000,1e+06,1.5e+07,2500,3400,5000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,443,43,"middle","A3UJSDFJ9LBQ6Z","ta",NA,NA,658.675,5,2,1,50703,1,2,3,"Donald Trump",4,2,"0","English",-2.5,-2.5,-2.5,-2.5,0.5,1.5,1.5,2.5,-0.5,-4,-4,3,-3,-2,0,-3,-1.85714285714286,0,50,55,70,90,1,2,2,2,2,2,1.83333333333333,5,1000,1e+05,106000,115000,101000,107000,116000,1700,2100,2500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,444,65,"old","A2YTQDLACTLIBA","ta",NA,NA,185.07,35,8,4,89501,1,1,3,"trump",5,6,"0","english",0.5,0.5,2.5,2.5,2.5,1.5,1.5,2.5,1.75,-3,-4,-3,4,-3,-3,-4,-2.28571428571429,0,100,100,80,80,0,-1,-1,1,3,-1,0.166666666666667,6,5000,170000,250000,325000,3e+05,425000,650000,2500,4000,5500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,445,32,"middle","A3O7X46E3REM7I","ta",NA,NA,390.501,9,0,0,28211,2,2,1,"Donald Trump",5,2,"1","English",1.5,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2,-3,-3,2,-2,-2,3,-2,-1,0,92,8,99,100,4,-1,-1,4,3,4,2.16666666666667,4,10000,1e+05,110000,115000,120000,130000,150000,1800,2000,2200,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,446,66,"old","A1PHDT66U6IK4Q","ta",NA,NA,524.636,8,4,0,20147,2,2,1,"Donald Trump",5,2,"24","english",1.5,1.5,2.5,2.5,2.5,1.5,1.5,2.5,2,3,3,4,3,-1,2,3,2.42857142857143,0,100,61,91,89,2,-2,-3,-2,-1,-2,-1.33333333333333,5,3300,240000,440000,680000,290000,510000,735000,2350,4125,8380,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,447,42,"middle","A2B4NOB02ERQCL","t",167.079,NA,NA,7,6,3,60103,1,3,2,"Trump",6,2,"4","English",0.5,0.5,0.5,0.5,0.5,1.5,-1.5,1.5,0.5,0,0,3,0,2,3,2,1.42857142857143,0,71,51,81,81,0,1,1,1,1,1,0.833333333333333,3,2000,120000,160000,2e+05,2e+05,3e+05,5e+05,2000,2500,3000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,448,32,"middle","A2KEHN5ZBYQRAK","t",118.006,NA,NA,4,3,5,33012,2,1,1,"trump",5,5,"3","english",-0.5,-0.5,-0.5,-0.5,0.5,1.5,1.5,1.5,0.375,-3,3,-3,3,-3,2,-3,-0.571428571428571,0,4,18,73,87,2,-2,-2,-2,2,-2,-0.666666666666667,5,2300,5,25,300,10,100,1000,3,30,900,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,449,33,"middle","AHPHO5E8D0JWE","t",116.24,NA,NA,24,11,1,1001,1,4,3,"Donald Trump",3,5,"1","English",-1.5,-0.5,-0.5,0.5,-0.5,0.5,1.5,0.5,0,4,3,0,4,4,4,4,3.28571428571429,0,52,70,88,88,1,0,-1,2,0,0,0.333333333333333,5,2500,150000,325000,450000,3e+05,5e+05,750000,2500,7500,12500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,450,26,"young","A3MHKFOJIXO7QN","g",NA,253.084,NA,5,6,6,89107,2,2,3,"Donald Trump",3,3,"3","English",0.5,1.5,1.5,1.5,1.5,0.5,-0.5,1.5,1,-3,-3,-3,-3,-3,-4,-2,-3,0,84,5,83,80,-1,-2,1,2,-1,1,0,5,15000,210000,3e+05,4e+05,150000,2e+05,250000,2500,4500,6500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,451,37,"middle","A3RZXYMT4ZCAS","g",NA,248.064,NA,1,2,2,47637,1,1,2,"Donald Trump",6,5,"1","English",1.5,0.5,2.5,2.5,2.5,1.5,-1.5,1.5,1.375,-4,4,0,1,2,-3,-1,-0.142857142857143,0,100,100,70,79,2,1,4,2,-1,0,1.33333333333333,5,200,500,1500,2200,700,1700,2700,30,50,55,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,452,36,"middle","A10AVWALIHR4UQ","g",NA,214.278,NA,15,5,1,6514,2,2,3,"Donald Trump",5,6,"1","English",1.5,1.5,2.5,1.5,2.5,1.5,2.5,2.5,2,-4,-3,-2,-3,-4,-4,-4,-3.42857142857143,0,95,70,80,90,-1,-2,-2,-1,-1,-1,-1.33333333333333,5,1e+05,125000,2e+05,3e+05,175000,3e+05,5e+05,2500,5000,10000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,453,44,"middle","A3KFNVMI4OUUFF","t",143.012,NA,NA,41,24,1,17036,1,2,2,"Donald Trump",5,5,"2","english",-0.5,-0.5,2.5,2.5,-1.5,0.5,1.5,0.5,0.625,4,4,4,4,4,4,4,4,0,86,65,84,89,0,-1,-1,1,-1,1,-0.166666666666667,4,25000,145000,205120,349000,2e+05,387000,575000,2750,3695,5289,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,454,34,"middle","A2XON1EQOHHFE4","ta",NA,NA,157.461,31,18,6,85711,1,3,4,"Donald Trump",6,3,"1","English",-2.5,-1.5,-0.5,0.5,-0.5,1.5,1.5,-0.5,-0.25,-4,-4,-3,-4,-3,-4,-4,-3.71428571428571,0,87,92,95,88,0,1,1,1,-1,2,0.666666666666667,5,1000,150000,197000,225000,175000,225000,3e+05,2500,4000,7000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,455,28,"young","A11Y5N0FNSTWJ4","t",346.936,NA,NA,0,0,0,66062,1,1,2,"Donald Trump",6,2,"5","Sinhala",1.5,2.5,2.5,2.5,0.5,2.5,2.5,2.5,2.125,-1,-4,0,0,0,0,0,-0.714285714285714,0,74,49,100,100,4,4,4,4,-1,4,3.16666666666667,5,170000,1e+05,150000,170000,110000,160000,180000,100,150,170,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,457,26,"young","AQ9WD8OO7Z2HM","t",284.029,NA,NA,29,1,9,10010,1,2,4,"Donald Trump",5,5,"1","English",1.5,2.5,1.5,1.5,0.5,1.5,-2.5,2.5,1.125,-4,-4,2,-4,-4,-4,-4,-3.14285714285714,0,15,42,64,1,2,4,2,2,-2,4,2,6,200,300,600,900,375,872,1034,15,45,60,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,458,24,"young","A2EOMP0EJUE36Q","t",220.679,NA,NA,13,13,15,15226,2,2,2,"Trump",3,2,"1","english",-2.5,-2.5,-2.5,-2.5,-1.5,-1.5,0.5,-2.5,-1.875,-3,2,4,1,0,2,0,0.857142857142857,0,14,12,100,100,-1,-1,-1,-1,1,0,-0.5,5,10000,15,19,26,10,15,20,6000,9000,15000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,459,36,"middle","A37LZED187CKU3","t",128.543,NA,NA,19,8,5,10022,1,2,2,"trump",5,1,"1","english",-0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,0.75,-2,1,1,0,0,2,0,0.285714285714286,0,94,76,95,95,0,2,1,1,-1,2,0.833333333333333,6,10000,85000,1e+05,150000,1e+05,2e+05,3e+05,2000,3000,5000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,460,45,"middle","A3MJCHFORYK0US","ta",NA,NA,199.153,0,0,0,2121,1,1,1,"donald trump",4,2,"3","english",-0.5,-0.5,-0.5,-0.5,-2.5,-2.5,-2.5,-1.5,-1.375,-2,0,0,0,0,0,0,-0.285714285714286,0,50,30,81,82,-2,-2,-2,-2,2,-2,-1.33333333333333,2,NA,96970,96974,96980,96970,96974,96980,96970,96974,96980,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,461,64,"old","A1I7H6RDJS4EKN","ta",NA,NA,496.223,25,10,5,96816,2,3,2,"Trump",3,3,"2","English",0.5,0.5,0.5,0.5,0.5,1.5,-1.5,1.5,0.5,-2,1,-2,-2,-1,0,-2,-1.14285714285714,0,70,80,100,100,1,1,1,1,0,0,0.666666666666667,6,50000,130000,180000,220000,250000,350000,5e+05,2000,2600,3500,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,462,24,"young","AHOE732XS9CMZ","ta",NA,NA,196.735,29,3,1,22031,2,2,1,"Donald Trump",5,3,"2","English",2.5,2.5,2.5,2.5,2.5,1.5,-1.5,2.5,1.875,0,-4,4,-4,2,4,0,0.285714285714286,0,89,39,70,70,0,-1,1,1,2,0,0.5,5,50000,170000,250000,4e+05,5e+05,750000,1e+06,2000,3200,5000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,463,31,"middle","A1BIENE9M8DX6H","g",NA,111.138,NA,27,14,5,15206,2,2,3,"Donald Trump",5,2,"0","english",1.5,1.5,2.5,2.5,-0.5,1.5,1.5,1.5,1.5,-4,-4,-2,-4,-3,-2,-4,-3.28571428571429,0,100,71,100,80,-2,-2,-2,-2,-4,-2,-2.33333333333333,6,50000,150000,250000,350000,2e+05,4e+05,750000,2500,5000,10000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,464,35,"middle","A2PLJREKV92BZN","g",NA,294.343,NA,10,3,1,75219,2,2,2,"Donald Trump",5,5,"1","English",1.5,1.5,2.5,2.5,1.5,2.5,2.5,1.5,2,2,1,4,3,2,4,2,2.57142857142857,0,85,25,80,85,1,-1,-1,0,2,0,0.166666666666667,3,18000,110000,155000,180000,140000,180000,210000,2100,2300,2800,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,465,32,"middle","A28RKM9Q1FIZEK","t",353.925,NA,NA,84,72,80,42468,2,1,1,"Donald Trump",6,6,"5","english",1.5,2.5,1.5,2.5,1.5,1.5,-2.5,1.5,1.25,-2,-2,-1,2,-2,-1,1,-0.714285714285714,0,75,89,86,80,2,0,1,0,-4,2,0.166666666666667,6,7,68,319,2183,29,284,563,1,15,48,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,466,25,"young","A3JNSBGUKVX3D7","g",NA,94.546,NA,5,2,1,48362,2,2,3,"Donald Trump",3,3,"birth","English",-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,1.5,0.125,2,0,4,2,3,1,4,2.28571428571429,0,66,23,52,43,-1,-1,-2,-2,1,-1,-1,4,50000,150000,2e+05,250000,2e+05,250000,3e+05,2000,2500,3000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,9,467,37,"middle","A10QFVEW5QQB7I","t",396.704,NA,NA,81,59,75,39429,2,2,2,"Donald Trump",4,3,"4","english",-0.5,2.5,0.5,2.5,-0.5,-2.5,1.5,1.5,0.625,2,-1,1,4,-1,4,2,1.57142857142857,0,100,100,77,100,2,0,2,1,1,-3,0.5,6,20000,105155,120260,135120,104250,113460,125650,1550,1605,1645,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,468,45,"middle","A1A0JH0963K0TK","ta",NA,NA,247.496,9,0,0,46001,1,1,1,"President Donald Trump",5,2,"Birth","English",2.5,2.5,2.5,2.5,0.5,1.5,1.5,2.5,2,4,3,4,4,3,4,3,3.57142857142857,0,72,0,1,1,1,-1,-1,1,1,-1,0,4,15000,130000,175000,250000,180000,250000,4e+05,2000,2500,3200,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,469,34,"middle","AH31QLJ57XC8W","ta",NA,NA,135.946,74,53,63,90026,1,2,4,"Trump",5,5,"birth","english",0.5,1.5,-0.5,0.5,1.5,0.5,-0.5,0.5,0.5,-4,-4,0,-4,-4,-3,-4,-3.28571428571429,1,76,93,98,100,-2,1,2,-2,-2,0,-0.5,5,85000,90,150,1000,80,180,1120,5,10,30,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,470,42,"middle","A3DK4DDLEWCMM1","t",166.011,NA,NA,0,0,0,25411,2,2,1,"trump",3,5,"1","english",-1.5,-0.5,-0.5,1.5,0.5,2.5,2.5,2.5,0.875,3,3,4,4,2,4,3,3.28571428571429,0,60,10,50,50,-1,-2,-1,-1,0,-1,-1,3,500,1e+05,105000,112000,120000,125000,130000,1500,1575,1650,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,471,27,"young","A2V35L3RIRYYXV","t",160.701,NA,NA,9,10,4,67056,1,2,3,"Donald Trump",5,3,"0","English",-0.5,1.5,1.5,1.5,1.5,1.5,2.5,2.5,1.5,3,-4,-3,-4,-2,-3,-4,-2.42857142857143,0,94,51,96,94,0,2,2,2,2,4,2,6,600,99000,103000,107000,150000,175000,195000,1800,2050,2400,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6,10,472,56,"middle","A1L59U19TZYC7Q","ta",NA,NA,452.086,10,1,1,27569,2,4,1,"President Trump",4,6,"1","English",0.5,0.5,0.5,0.5,0.5,1.5,2.5,1.5,1,4,4,4,4,4,4,4,4,0,79,20,92,92,0,0,1,0,0,-1,0,6,320000,169000,245000,310000,239000,312000,428000,1750,2210,3150,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
